Date : 2025-05-04 13:11:03
Directory : c:\Users\Administrator\Desktop\bakalauras\JourneyFy
Total : 289 files,  39628 codes, 121 comments, 2054 blanks, all 41803 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| _tests_\Component\PickLocation                                                                                                        |          1 |         27 |          1 |          4 |         32 |
| _tests_\Component\Profile                                                                                                             |          3 |         81 |          4 |         12 |         97 |
| _tests_\Component\RideDetail                                                                                                          |          5 |        111 |          7 |         17 |        135 |
| _tests_\Component\RideMapView                                                                                                         |          1 |         30 |          4 |          6 |         40 |
| _tests_\Component\Rides                                                                                                               |          1 |         31 |          2 |          6 |         39 |
| _tests_\Component\Settings                                                                                                            |          2 |         53 |          0 |         15 |         68 |
| _tests_\Component\StartRide                                                                                                           |          2 |         33 |          4 |          5 |         42 |
| _tests_\Component\Transactions                                                                                                        |          2 |         35 |          1 |          9 |         45 |
| _tests_\Component\UserVehicleScreen                                                                                                   |          2 |         33 |          0 |          5 |         38 |
| _tests_\Component\Wallet                                                                                                              |          1 |         10 |          0 |          2 |         12 |
| _tests_\Integration                                                                                                                   |         21 |      1,392 |          7 |        305 |      1,704 |
| _tests_\Unit                                                                                                                          |         20 |      2,105 |          1 |        310 |      2,416 |
| _tests_\Unit\Authentication                                                                                                           |          4 |        373 |          1 |         64 |        438 |
| _tests_\Unit\Journey                                                                                                                  |          8 |        857 |          0 |         98 |        955 |
| _tests_\Unit\Main                                                                                                                     |          4 |        435 |          0 |         65 |        500 |
| _tests_\Unit\Profile                                                                                                                  |          4 |        440 |          0 |         83 |        523 |
| src                                                                                                                                   |        189 |     13,755 |         26 |      1,203 |     14,984 |
| src\assets                                                                                                                            |          1 |         62 |          0 |         11 |         73 |
| src\assets\xml                                                                                                                        |          1 |         62 |          0 |         11 |         73 |
| src\components                                                                                                                        |        104 |      6,714 |         18 |        504 |      7,236 |
| src\components (Files)                                                                                                                |          4 |        233 |          0 |         20 |        253 |
| src\components\AddAndSendMoney                                                                                                        |          3 |         80 |          0 |         11 |         91 |
| src\components\AddVehicle                                                                                                             |          3 |        356 |          0 |         23 |        379 |
| src\components\BankInfo                                                                                                               |          5 |        189 |          5 |         19 |        213 |
| src\components\CreditCard                                                                                                             |          3 |        103 |          3 |         14 |        120 |
| src\components\CustomerSupport                                                                                                        |          4 |        174 |          4 |         15 |        193 |
| src\components\EndRide                                                                                                                |          5 |        252 |          0 |         24 |        276 |
| src\components\Entry                                                                                                                  |          2 |        199 |          0 |          9 |        208 |
| src\components\HistoryRideDetail                                                                                                      |          5 |        261 |          0 |         21 |        282 |
| src\components\Home                                                                                                                   |          5 |        687 |          0 |         26 |        713 |
| src\components\Message                                                                                                                |          4 |        230 |          2 |         24 |        256 |
| src\components\OfferRide                                                                                                              |          8 |        452 |          1 |         34 |        487 |
| src\components\PaymentMethods                                                                                                         |          2 |         93 |          0 |          8 |        101 |
| src\components\PickLocation                                                                                                           |          3 |        238 |          0 |         12 |        250 |
| src\components\Profile                                                                                                                |          6 |        355 |          1 |         36 |        392 |
| src\components\RideDetail                                                                                                             |          8 |        684 |          1 |         45 |        730 |
| src\components\RideHistory                                                                                                            |          4 |        239 |          0 |         15 |        254 |
| src\components\RideMapView                                                                                                            |          3 |        329 |          0 |         15 |        344 |
| src\components\RideRequest                                                                                                            |          3 |        344 |          0 |         20 |        364 |
| src\components\Rides                                                                                                                  |          4 |        235 |          0 |         20 |        255 |
| src\components\Settings                                                                                                               |          5 |        379 |          0 |         23 |        402 |
| src\components\StartRide                                                                                                              |          4 |        133 |          0 |         21 |        154 |
| src\components\Transactions                                                                                                           |          2 |         76 |          0 |          8 |         84 |
| src\components\UserVehicleScreen                                                                                                      |          5 |        223 |          1 |         21 |        245 |
| src\components\Wallet                                                                                                                 |          4 |        170 |          0 |         20 |        190 |
| src\constants                                                                                                                         |          3 |        329 |          0 |         61 |        390 |
| src\hooks                                                                                                                             |         21 |      1,187 |          5 |        162 |      1,354 |
| src\navigations                                                                                                                       |         11 |        468 |          2 |         38 |        508 |
| src\screens                                                                                                                           |         43 |      4,877 |          1 |        408 |      5,286 |
| src\screens\Entry                                                                                                                     |          7 |      1,230 |          0 |         73 |      1,303 |
| src\screens\Entry (Files)                                                                                                             |          4 |        629 |          0 |         29 |        658 |
| src\screens\Entry\auth                                                                                                                |          3 |        601 |          0 |         44 |        645 |
| src\screens\Main                                                                                                                      |          4 |        368 |          0 |         44 |        412 |
| src\screens\TemplateAdditional                                                                                                        |          1 |        145 |          0 |          5 |        150 |
| src\screens\TemplateAdditional\reviews                                                                                                |          1 |        145 |          0 |          5 |        150 |
| src\screens\TemplateInfo                                                                                                              |          1 |        196 |          0 |         15 |        211 |
| src\screens\TemplateInfo\notifications                                                                                                |          1 |        196 |          0 |         15 |        211 |
| src\screens\TemplateJourney                                                                                                           |         16 |      1,773 |          1 |        171 |      1,945 |
| src\screens\TemplateJourney\addVehicle                                                                                                |          1 |        108 |          0 |          8 |        116 |
| src\screens\TemplateJourney\availableRides                                                                                            |          1 |        259 |          0 |         12 |        271 |
| src\screens\TemplateJourney\confirmPooling                                                                                            |          1 |         75 |          0 |          7 |         82 |
| src\screens\TemplateJourney\endRide                                                                                                   |          2 |         87 |          0 |          8 |         95 |
| src\screens\TemplateJourney\historyRideDetail                                                                                         |          1 |         47 |          0 |          8 |         55 |
| src\screens\TemplateJourney\message                                                                                                   |          1 |         47 |          0 |          5 |         52 |
| src\screens\TemplateJourney\offerRide                                                                                                 |          1 |        134 |          0 |         16 |        150 |
| src\screens\TemplateJourney\onboarding                                                                                                |          1 |        292 |          0 |         16 |        308 |
| src\screens\TemplateJourney\pickLocation                                                                                              |          2 |        227 |          1 |         26 |        254 |
| src\screens\TemplateJourney\rideComplete                                                                                              |          1 |         72 |          0 |          7 |         79 |
| src\screens\TemplateJourney\rideDetail                                                                                                |          1 |        148 |          0 |         23 |        171 |
| src\screens\TemplateJourney\rideMapView                                                                                               |          1 |         20 |          0 |          3 |         23 |
| src\screens\TemplateJourney\rideRequest                                                                                               |          1 |        154 |          0 |         20 |        174 |
| src\screens\TemplateJourney\startRide                                                                                                 |          1 |        103 |          0 |         12 |        115 |
| src\screens\TemplateProfile                                                                                                           |          8 |        770 |          0 |         62 |        832 |
| src\screens\TemplateProfile\customerSupport                                                                                           |          1 |         29 |          0 |          3 |         32 |
| src\screens\TemplateProfile\editProfile                                                                                               |          1 |        153 |          0 |         12 |        165 |
| src\screens\TemplateProfile\faq                                                                                                       |          1 |         85 |          0 |          6 |         91 |
| src\screens\TemplateProfile\privacyPolicy                                                                                             |          1 |         80 |          0 |          7 |         87 |
| src\screens\TemplateProfile\profile                                                                                                   |          1 |        190 |          0 |         10 |        200 |
| src\screens\TemplateProfile\rideHistory                                                                                               |          1 |        140 |          0 |         14 |        154 |
| src\screens\TemplateProfile\termsAndConditions                                                                                        |          1 |         47 |          0 |          6 |         53 |
| src\screens\TemplateProfile\userVehicles                                                                                              |          1 |         46 |          0 |          4 |         50 |
| src\screens\TemplateWallet                                                                                                            |          6 |        395 |          0 |         38 |        433 |
| src\screens\TemplateWallet\addAndSendMoney                                                                                            |          1 |         46 |          0 |          5 |         51 |
| src\screens\TemplateWallet\bankInfo                                                                                                   |          1 |         41 |          0 |          5 |         46 |
| src\screens\TemplateWallet\creditCard                                                                                                 |          1 |         45 |          0 |          5 |         50 |
| src\screens\TemplateWallet\paymentMethods                                                                                             |          1 |         56 |          0 |          9 |         65 |
| src\screens\TemplateWallet\successfullyAddAndSend                                                                                     |          1 |        103 |          0 |         10 |        113 |
| src\screens\TemplateWallet\transactions                                                                                               |          1 |        104 |          0 |          4 |        108 |
| src\services                                                                                                                          |          2 |         71 |          0 |         12 |         83 |
| src\utils                                                                                                                             |          4 |         47 |          0 |          7 |         54 |
+---------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                              | language           | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\App.js                                                                            | JavaScript         |         13 |          0 |          3 |         16 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\README.md                                                                         | Markdown           |         47 |          0 |         17 |         64 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\__mocks__\@expo\vector-icons.js                                                   | JavaScript         |          5 |          0 |          1 |          6 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\__mocks__\expo-font.js                                                            | JavaScript         |         12 |          0 |          4 |         16 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\AddAndSendMoney\AmountInfo.test.js                              | JavaScript         |         23 |          4 |          5 |         32 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\AddAndSendMoney\ContinueButton.test.js                          | JavaScript         |         13 |          1 |          4 |         18 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\AddAndSendMoney\WalletImage.test.js                             | JavaScript         |         15 |          2 |          3 |         20 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\AddVehicle\ImagePickerBottomSheet.test.js                       | JavaScript         |         83 |          5 |         13 |        101 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\AddVehicle\VehicleForm.test.js                                  | JavaScript         |         63 |          2 |         10 |         75 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\AddVehicle\VehicleTypeSheet.test.js                             | JavaScript         |         38 |          3 |          9 |         50 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\BankInfo\AccountHolderInput.test.js                             | JavaScript         |         12 |          3 |          2 |         17 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\BankInfo\BankNameInput.test.js                                  | JavaScript         |         16 |          4 |          2 |         22 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\BankInfo\BranchCodeInput.test.js                                | JavaScript         |         16 |          4 |          2 |         22 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\CreditCard\ContinueButton.test.js                               | JavaScript         |         13 |          1 |          2 |         16 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\CreditCard\PaypalForm.test.js                                   | JavaScript         |         18 |          4 |          5 |         27 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\CustomerSupport\CallAndMailButtons.test.js                      | JavaScript         |         10 |          1 |          2 |         13 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\CustomerSupport\ContactInfo.test.js                             | JavaScript         |         12 |          3 |          2 |         17 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\CustomerSupport\SupportForm.test.js                             | JavaScript         |         14 |          4 |          3 |         21 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\CustomerSupport\SupportSubmitButton.test.js                     | JavaScript         |         13 |          1 |          2 |         16 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\HistoryRideDetail\RateRideButton.test.js                        | JavaScript         |         13 |          1 |          2 |         16 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\HistoryRideDetail\RateRideDialog.test.js                        | JavaScript         |         64 |          5 |         14 |         83 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\HistoryRideDetail\RiderInfo.test.js                             | JavaScript         |         26 |          1 |          4 |         31 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\HistoryRideDetail\VehicleInfo.test.js                           | JavaScript         |         15 |          1 |          3 |         19 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\Home\MapComponent.test.js                                       | JavaScript         |         26 |          1 |          3 |         30 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\Home\NoOfSeatSheet.test.js                                      | JavaScript         |         24 |          3 |          4 |         31 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\Home\RideInfoCard.test.js                                       | JavaScript         |         31 |          1 |          7 |         39 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\OfferRide\CarSelectionSheet.test.js                             | JavaScript         |         29 |          3 |          6 |         38 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\OfferRide\ContinueButton.test.js                                | JavaScript         |         13 |          1 |          2 |         16 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\OfferRide\FacilityInfo.test.js                                  | JavaScript         |         15 |          1 |          3 |         19 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\OfferRide\SeatInfo.test.js                                      | JavaScript         |         17 |          1 |          5 |         23 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\PaymentMethods\PaymentMethodList.test.js                        | JavaScript         |         23 |          3 |          4 |         30 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\PickLocation\LocationFooter.test.js                             | JavaScript         |         27 |          1 |          4 |         32 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\Profile\LogoutDialog.test.js                                    | JavaScript         |         48 |          1 |          8 |         57 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\Profile\ProfileOption.test.js                                   | JavaScript         |         20 |          2 |          2 |         24 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\Profile\UpdateButton.test.js                                    | JavaScript         |         13 |          1 |          2 |         16 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\RideDetail\PassengerDetail.test.js                              | JavaScript         |         28 |          2 |          3 |         33 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\RideDetail\ReviewInfo.test.js                                   | JavaScript         |         17 |          3 |          4 |         24 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\RideDetail\RideDetailFooter.test.js                             | JavaScript         |         39 |          1 |          6 |         46 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\RideDetail\RideDetailHeader.test.js                             | JavaScript         |         11 |          1 |          2 |         14 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\RideDetail\VehicleInfo.test.js                                  | JavaScript         |         16 |          0 |          2 |         18 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\RideMapView\RideInfoSheet.test.js                               | JavaScript         |         30 |          4 |          6 |         40 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\Rides\RideItem.test.js                                          | JavaScript         |         31 |          2 |          6 |         39 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\Settings\DeleteAccountModal.test.js                             | JavaScript         |         27 |          0 |          8 |         35 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\Settings\OptionsList.test.js                                    | JavaScript         |         26 |          0 |          7 |         33 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\StartRide\DirectionInfo.test.js                                 | JavaScript         |         24 |          4 |          3 |         31 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\StartRide\RideInfoSheet.test.js                                 | JavaScript         |          9 |          0 |          2 |         11 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\Transactions\TransactionItem.test.js                            | JavaScript         |         21 |          0 |          6 |         27 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\Transactions\TransactionList.test.js                            | JavaScript         |         14 |          1 |          3 |         18 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\UserVehicleScreen\StatusModal.test.js                           | JavaScript         |         11 |          0 |          2 |         13 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\UserVehicleScreen\VehiclesList.test.js                          | JavaScript         |         22 |          0 |          3 |         25 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Component\Wallet\WalletHeader.test.js                                     | JavaScript         |         10 |          0 |          2 |         12 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\AuthProvider.integration.test.js                              | JavaScript         |         44 |          0 |          9 |         53 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useAddVehicle.test.js                                         | JavaScript         |         76 |          0 |          8 |         84 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useCreateJourney.integration.test.js                          | JavaScript         |         67 |          0 |         16 |         83 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useDeleteAccount.integration.test.js                          | JavaScript         |         44 |          0 |         10 |         54 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useDriver.integration.test.js                                 | JavaScript         |         43 |          0 |         13 |         56 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useEditProfile.integration.test.js                            | JavaScript         |         38 |          0 |         13 |         51 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useFetchVehicles.integration.test.js                          | JavaScript         |         62 |          0 |         23 |         85 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useFindMatchingJourneys.integration.test.js                   | JavaScript         |         81 |          1 |         25 |        107 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useLocation.integration.test.js                               | JavaScript         |         38 |          1 |         12 |         51 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useMapSettings.integration.test.js                            | JavaScript         |         67 |          1 |         18 |         86 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useMessages.integration.test.js                               | JavaScript         |         66 |          1 |         13 |         80 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\usePasswordChange.integration.test.js                         | JavaScript         |        110 |          1 |         28 |        139 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useRegistration.integration.test.js                           | JavaScript         |         92 |          0 |         23 |        115 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useRideAndDriver.integration.test.js                          | JavaScript         |         52 |          0 |         11 |         63 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useUpdateWalletValue.integration.test.js                      | JavaScript         |         56 |          0 |         18 |         74 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useUpdateWalletValueFromAmount.integration.test.js            | JavaScript         |         74 |          0 |         15 |         89 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useUser.integration.test.js                                   | JavaScript         |         35 |          0 |          5 |         40 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useUserInfo.integration.test.js                               | JavaScript         |         98 |          0 |         14 |        112 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useUserProfile.integration.test.js                            | JavaScript         |         76 |          2 |         14 |         92 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useUserVehicles.integration.test.js                           | JavaScript         |        120 |          0 |          8 |        128 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Integration\useWalletValue.integration.test.js                            | JavaScript         |         53 |          0 |          9 |         62 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Authentication\ForgotPassword.test.js                                | JavaScript         |        115 |          1 |         18 |        134 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Authentication\Login.test.js                                         | JavaScript         |         68 |          0 |         10 |         78 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Authentication\MainInfo.test.js                                      | JavaScript         |        103 |          0 |         19 |        122 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Authentication\Register.test.js                                      | JavaScript         |         87 |          0 |         17 |        104 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Journey\AddVehicleScreen.test.js                                     | JavaScript         |        117 |          0 |         20 |        137 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Journey\AvailableRidesScreen.test.js                                 | JavaScript         |         80 |          0 |         14 |         94 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Journey\HistoryRideDetailScreen.test.js                              | JavaScript         |         86 |          0 |          8 |         94 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Journey\MessageScreen.test.js                                        | JavaScript         |         96 |          0 |         11 |        107 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Journey\OfferRideScreen.test.js                                      | JavaScript         |        157 |          0 |         11 |        168 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Journey\PickLocationScreen.test.js                                   | JavaScript         |        110 |          0 |         11 |        121 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Journey\RideDetailScreen.test.js                                     | JavaScript         |        130 |          0 |         15 |        145 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Journey\StartRideScreen.test.js                                      | JavaScript         |         81 |          0 |          8 |         89 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Main\HomeScreen.test.js                                              | JavaScript         |        158 |          0 |         17 |        175 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Main\RidesScreen.test.js                                             | JavaScript         |         36 |          0 |          7 |         43 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Main\Settings.test.js                                                | JavaScript         |        198 |          0 |         19 |        217 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Main\WalletScreen.test.js                                            | JavaScript         |         43 |          0 |         22 |         65 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Profile\EditProfileScreen.test.js                                    | JavaScript         |        116 |          0 |         28 |        144 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Profile\ProfileScreen.test.js                                        | JavaScript         |        101 |          0 |         18 |        119 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Profile\RideHistoryScreen.test.js                                    | JavaScript         |         75 |          0 |         18 |         93 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\_tests_\Unit\Profile\UserVehiclesScreen.test.js                                   | JavaScript         |        148 |          0 |         19 |        167 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\app.json                                                                          | JSON               |         36 |          0 |          1 |         37 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\babel.config.js                                                                   | JavaScript         |         15 |          0 |          1 |         16 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\eas.json                                                                          | JSON               |         21 |          0 |          1 |         22 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\env.d.ts                                                                          | TypeScript         |         12 |          0 |          1 |         13 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\jest.config.js                                                                    | JavaScript         |         19 |          0 |          0 |         19 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\package-lock.json                                                                 | JSON               |     21,012 |          0 |          1 |     21,013 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\package.json                                                                      | JSON               |         81 |          0 |          1 |         82 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\assets\xml\svg.ts                                                             | TypeScript         |         62 |          0 |         11 |         73 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\AddAndSendMoney\AmountInfo.js                                      | JavaScript         |         42 |          0 |          4 |         46 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\AddAndSendMoney\ContinueButton.js                                  | JavaScript         |         17 |          0 |          3 |         20 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\AddAndSendMoney\WalletImage.js                                     | JavaScript         |         21 |          0 |          4 |         25 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\AddVehicle\ImagePickerBottomSheet.js                               | JavaScript         |        116 |          0 |          7 |        123 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\AddVehicle\VehicleForm.js                                          | JavaScript         |        146 |          0 |         11 |        157 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\AddVehicle\VehicleTypeSheet.js                                     | JavaScript         |         94 |          0 |          5 |         99 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\BankInfo\AccountHolderInput.js                                     | JavaScript         |         41 |          1 |          4 |         46 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\BankInfo\AccountNumberInput.js                                     | JavaScript         |         45 |          1 |          4 |         50 |
| c:\Users\Administrator\Desktop\bakalauras\JourneyFy\src\components\BankInfo\BankNameInput.js                                          | JavaScript         |         43 |          1 |          4 |         48 |
